YY    mm  dd      SunHour   TemAver    TemMax     TemMin  WindSpeed    MaxWind   Humidity   Rainfall   Pressure   MaxPress   MinPress   SoilTemp      EVP
Äê    ÔÂ  ÈÕ          h         oC         oC         oC        m/s        m/s          %        mm        hPa        hPa        hPa        oC        mm
1960   6   6    32766.0       20.8       28.2       18.3        5.2    32766.0       90.0        9.9      960.8    32766.0    32766.0      21.8       0.9
1960   6   7    32766.0       21.0       23.5       19.2        0.9    32766.0       89.0        2.8      962.8    32766.0    32766.0      23.6       1.7
1960   6   8    32766.0       23.3       27.9       18.6        1.2    32766.0       82.0        0.0      961.5    32766.0    32766.0      28.0       4.2
1960   6   9    32766.0       26.3       31.9       20.6        1.4    32766.0       71.0        0.0      960.5    32766.0    32766.0      30.0       7.6
1960   6  10    32766.0       27.5       33.6       20.0        0.6    32766.0       72.0        0.0      960.9    32766.0    32766.0      30.9       6.8
1960   6  11    32766.0       27.4       34.9       21.4        3.4    32766.0       66.0        0.0      958.9    32766.0    32766.0      32.4       8.1
1960   6  12    32766.0       21.8       25.4       20.1        2.0    32766.0       91.0        5.8      960.0    32766.0    32766.0      23.2       0.5
1960   6  13    32766.0       19.4       20.3       18.3        2.0    32766.0       97.0       44.9      959.4    32766.0    32766.0      20.9       0.0
1960   6  14    32766.0       20.3       21.9       19.2        2.1    32766.0       94.0        0.3      962.4    32766.0    32766.0      21.5       1.1
1960   6  15    32766.0       23.6       28.2       20.0        1.4    32766.0       81.0        0.0      964.6    32766.0    32766.0      26.2       4.3
1960   6  16    32766.0       24.8       27.9       22.1        0.6    32766.0       86.0        0.2      961.9    32766.0    32766.0      27.0       2.5
1960   6  17    32766.0       23.8       26.3       22.2        1.7    32766.0       88.0        0.0      960.6    32766.0    32766.0      25.2       1.7
1960   6  18    32766.0       22.2       23.9       21.2        0.9    32766.0       98.0       42.9      960.1    32766.0    32766.0      23.2       0.4
1960   6  19    32766.0       22.5       24.0       21.6        0.9    32766.0       99.0       56.0      958.4    32766.0    32766.0      23.8       0.0
1960   6  20    32766.0       23.0       24.7       22.2        1.4    32766.0       96.0        9.2      958.5    32766.0    32766.0      24.0       0.1
1960   6  21    32766.0       24.1       28.4       21.2        0.9    32766.0       89.0        0.0      959.6    32766.0    32766.0      26.2       3.6
1960   6  22    32766.0       25.9       30.3       22.0        1.4    32766.0       82.0        0.1      960.5    32766.0    32766.0      27.7       3.9
1960   6  23    32766.0       25.4       27.9       23.7        2.6    32766.0       86.0        1.4      960.2    32766.0    32766.0      26.6       4.1
1960   6  24    32766.0       24.4       28.4       19.8        0.6    32766.0       83.0        0.0      959.3    32766.0    32766.0      29.3       3.5
1960   6  25    32766.0       24.0       25.6       23.2        2.0    32766.0       91.0        3.8      960.1    32766.0    32766.0      24.7       0.5
1960   6  26    32766.0       23.3       25.9       22.2        2.1    32766.0       95.0        2.5      959.3    32766.0    32766.0      24.6       0.4
1960   6  27    32766.0       22.7       24.2       21.9        1.4    32766.0       97.0       29.4      958.8    32766.0    32766.0      23.5       0.0
1960   6  28    32766.0       23.9       27.3       21.5        0.6    32766.0       89.0        2.8      959.0    32766.0    32766.0      26.9       2.4
1960   6  29    32766.0       24.3       26.4       22.5        1.2    32766.0       92.0        0.4      957.3    32766.0    32766.0      25.1       1.8
1960   6  30    32766.0       23.4       25.5       22.0        0.6    32766.0       95.0       45.9      960.2    32766.0    32766.0      25.2       4.2
1960   7   1    32766.0       24.4       28.5       22.1        1.4    32766.0       90.0        2.1      962.3    32766.0    32766.0      25.4       3.4
1960   7   2    32766.0       28.1       32.7       23.4        1.2    32766.0       78.0        0.0      961.1    32766.0    32766.0      31.3       7.0
1960   7   3    32766.0       28.9       32.9       23.9        1.4    32766.0       76.0        0.0      959.1    32766.0    32766.0      35.6       7.0
1960   7   4    32766.0       29.1       34.3       23.4        1.5    32766.0       70.0        0.0      957.9    32766.0    32766.0      37.3       8.0
1960   7   5    32766.0       29.8       33.5       24.6        1.2    32766.0       70.0        0.0      956.8    32766.0    32766.0      36.7       6.6
1960   7   6    32766.0       25.3       30.6       23.7        1.4    32766.0       96.0       11.2      957.0    32766.0    32766.0      27.1       0.8
1960   7   7    32766.0       23.8       27.1       22.4        2.0    32766.0       97.0       65.9      954.9    32766.0    32766.0      25.1       2.7
1960   7   8    32766.0       26.6       30.9       22.2        0.9    32766.0       82.0        0.0      955.9    32766.0    32766.0      30.4       4.9
1960   7   9    32766.0       27.4       32.2       23.9        2.0    32766.0       83.0        0.0      956.6    32766.0    32766.0      30.8       4.6
1960   7  10    32766.0       26.8       31.6       21.4        0.9    32766.0       77.0        0.0      958.8    32766.0    32766.0      31.4       8.4
1960   7  11    32766.0       26.6       31.9       22.4        0.6    32766.0       82.0        0.0      958.8    32766.0    32766.0      33.1       5.4
1960   7  12    32766.0       27.3       31.9       21.6        0.4    32766.0       76.0        0.0      956.6    32766.0    32766.0      28.7       6.8
1960   7  13    32766.0       28.2       32.3       22.4        1.4    32766.0       72.0        0.0      956.3    32766.0    32766.0      34.5       7.1
1960   7  14    32766.0       26.8       31.3       23.4        3.1    32766.0       76.0        2.9      957.7    32766.0    32766.0      29.4       3.8
1960   7  15    32766.0       25.5       30.2       22.4        2.6    32766.0       87.0       69.7      958.3    32766.0    32766.0      27.3       1.8
1960   7  16    32766.0       27.9       32.8       22.9        1.4    32766.0       82.0        0.0      959.4    32766.0    32766.0      31.1       5.6
1960   7  17    32766.0       26.9       31.6       22.4        2.0    32766.0       82.0       12.8      957.4    32766.0    32766.0      31.1       4.5
1960   7  18    32766.0       25.4       30.7       24.0        1.2    32766.0       92.0        8.1      956.7    32766.0    32766.0   32766.0       3.3
1960   7  19    32766.0       25.8       29.7       23.7        2.3    32766.0       86.0        5.9      957.4    32766.0    32766.0      27.9       4.1
1960   7  20    32766.0       28.0       32.0       24.9        1.4    32766.0       78.0        0.0      958.5    32766.0    32766.0      30.9       6.1
1960   7  21    32766.0       27.4       31.6       22.3        1.2    32766.0       79.0        3.0      958.4    32766.0    32766.0      28.7       5.5
1960   7  22    32766.0       28.3       32.9       24.4        0.4    32766.0       79.0        0.0      959.2    32766.0    32766.0      36.3       7.4
1960   7  23    32766.0       29.2       33.8       24.4        0.6    32766.0       74.0        0.0      960.4    32766.0    32766.0      34.4       6.5
1960   7  24    32766.0       28.8       34.4       23.5        0.9    32766.0       74.0        0.0      960.1    32766.0    32766.0      34.4       7.0
1960   7  25    32766.0       27.8       31.9       25.4        2.6    32766.0       79.0        0.0      959.6    32766.0    32766.0      31.9       5.1
